# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] ...1. 13597.756798: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756798: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756798: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756798: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756798: __put_anon_vma <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756798: __cond_resched <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756798: kmem_cache_free <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756798: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756798: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756798: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756799: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756799: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756799: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756799: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756799: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756799: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756799: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756799: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756799: vma_interval_tree_augment_rotate <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756799: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756799: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756800: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756800: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756800: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756800: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756800: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756800: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756800: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756800: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756800: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756800: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756800: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756800: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756800: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756800: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756801: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756801: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756801: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756801: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756801: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756801: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756801: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756801: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756801: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756801: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756801: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756801: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: __put_anon_vma <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756801: __cond_resched <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756802: kmem_cache_free <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756802: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756802: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756802: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756802: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756802: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756802: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756802: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756803: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756803: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756803: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756803: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756803: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756803: __put_anon_vma <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756803: __cond_resched <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756803: kmem_cache_free <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756803: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756803: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756803: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756804: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756804: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756804: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756804: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756804: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756804: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756804: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756805: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756805: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756805: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756805: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756805: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756805: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756805: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756805: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756806: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756806: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756806: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756806: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756806: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756806: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756806: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756806: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756806: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756806: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756806: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756806: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756807: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756807: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756807: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756807: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756807: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756807: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756807: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756807: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756807: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756807: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756807: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756807: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756808: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756808: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756808: __put_anon_vma <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756808: __cond_resched <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756808: kmem_cache_free <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756808: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756808: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756808: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756808: down_write <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756809: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756809: vma_interval_tree_remove <-unlink_file_vma
            nano-11521   [005] ...1. 13597.756809: up_write <-free_pgtables
            nano-11521   [005] ...1. 13597.756809: free_pgd_range <-free_pgtables
            nano-11521   [005] ...1. 13597.756809: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756809: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756809: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756809: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756809: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756809: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756809: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756810: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756810: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756810: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756810: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756810: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756810: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756810: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756810: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756810: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756810: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756810: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756810: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756810: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756810: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756810: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756810: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756810: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756811: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756811: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756811: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756811: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756811: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756811: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756811: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756811: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756811: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756811: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756811: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756811: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756811: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756812: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756812: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756812: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756812: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756812: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756812: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756812: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756812: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756812: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756812: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756812: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756812: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756813: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756813: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756813: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756813: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756813: ___pmd_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756813: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756813: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756813: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756813: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756813: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756813: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756813: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756813: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756813: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756813: down_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756813: __cond_resched <-down_write
            nano-11521   [005] ...1. 13597.756814: anon_vma_interval_tree_remove <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756814: up_write <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756814: __put_anon_vma <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756814: __cond_resched <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756814: kmem_cache_free <-__put_anon_vma
            nano-11521   [005] ...1. 13597.756814: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: kmem_cache_free <-unlink_anon_vmas
            nano-11521   [005] ...1. 13597.756814: obj_cgroup_uncharge <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: refill_obj_stock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: mod_objcg_state <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: __rcu_read_lock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: __rcu_read_unlock <-kmem_cache_free
            nano-11521   [005] ...1. 13597.756814: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756814: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756814: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756815: unlink_anon_vmas <-free_pgtables
            nano-11521   [005] ...1. 13597.756815: unlink_file_vma <-free_pgtables
            nano-11521   [005] ...1. 13597.756815: free_pgd_range <-free_pgtables
            nano-11521   [005] ...1. 13597.756815: ___pte_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756815: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756815: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756815: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756815: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756815: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756815: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756815: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756815: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756815: ___pmd_free_tlb <-free_pgd_range
            nano-11521   [005] d..1. 13597.756815: __mod_lruvec_page_state <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] d..1. 13597.756815: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756816: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756816: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..1. 13597.756816: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] d..1. 13597.756816: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..1. 13597.756816: __rcu_read_unlock <-mod_lruvec_page_state.constprop.0
            nano-11521   [005] ...1. 13597.756816: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756816: ___pud_free_tlb <-free_pgd_range
            nano-11521   [005] ...1. 13597.756816: __tlb_remove_page_size <-tlb_remove_page
            nano-11521   [005] ...1. 13597.756816: tlb_finish_mmu <-exit_mmap
            nano-11521   [005] ...1. 13597.756816: flush_tlb_mm_range <-tlb_finish_mmu
            nano-11521   [005] d..2. 13597.756816: flush_tlb_func <-flush_tlb_mm_range
            nano-11521   [005] d..2. 13597.756816: switch_mm_irqs_off <-flush_tlb_mm_range
            nano-11521   [005] d..2. 13597.756816: load_new_mm_cr3 <-switch_mm_irqs_off
            nano-11521   [005] d..2. 13597.756817: switch_ldt <-flush_tlb_mm_range
            nano-11521   [005] ...1. 13597.756817: tlb_batch_pages_flush <-tlb_finish_mmu
            nano-11521   [005] ...1. 13597.756817: free_pages_and_swap_cache <-tlb_batch_pages_flush
            nano-11521   [005] ...1. 13597.756817: lru_add_drain <-free_pages_and_swap_cache
            nano-11521   [005] ...2. 13597.756817: lru_add_drain_cpu <-lru_add_drain
            nano-11521   [005] ...1. 13597.756817: mlock_page_drain_local <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756817: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: release_pages <-tlb_batch_pages_flush
            nano-11521   [005] ...1. 13597.756818: __mem_cgroup_uncharge_list <-release_pages
            nano-11521   [005] ...1. 13597.756818: free_unref_page_list <-release_pages
            nano-11521   [005] ...1. 13597.756818: __cond_resched <-tlb_batch_pages_flush
            nano-11521   [005] ...1. 13597.756818: free_pages_and_swap_cache <-tlb_batch_pages_flush
            nano-11521   [005] ...1. 13597.756818: lru_add_drain <-free_pages_and_swap_cache
            nano-11521   [005] ...2. 13597.756818: lru_add_drain_cpu <-lru_add_drain
            nano-11521   [005] ...1. 13597.756818: mlock_page_drain_local <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756818: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
